City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Abnub,EG,27.2696,31.1511,92.03,19,2,10.27,clear sky
347,Simpang,ID,-1.2667,104.0833,75.58,91,80,1.59,broken clouds
348,Mount Isa,AU,-20.7333,139.5,47.97,81,3,0.0,clear sky
349,Dosso,NE,13.049,3.1937,86.45,54,92,4.99,overcast clouds
350,Kilindoni,TZ,-7.9139,39.6668,76.6,75,56,18.48,broken clouds
351,Itoman,JP,26.1247,127.6694,83.17,91,75,17.27,moderate rain
352,Cabo Rojo,PR,18.0866,-67.1457,92.25,67,24,8.01,few clouds
353,Grand Forks,US,47.9417,-97.4337,87.53,66,40,13.8,scattered clouds
354,Cascais,PT,38.6979,-9.4215,80.62,61,20,14.0,few clouds
355,Puerto Palomas,MX,31.7667,-107.6167,93.18,20,0,8.9,clear sky
356,Puerto Colombia,CO,10.9878,-74.9547,86.09,77,87,16.22,overcast clouds
357,Adrar,MR,20.5022,-10.0711,110.43,7,9,12.06,clear sky
358,Grindavik,IS,63.8424,-22.4338,52.27,82,75,11.5,broken clouds
359,Boende,CD,-0.2167,20.8667,75.81,85,95,0.63,overcast clouds
360,Bulgan,MN,48.8125,103.5347,58.59,65,13,1.95,few clouds
361,Puerto Escondido,MX,15.85,-97.0667,88.63,62,100,6.91,overcast clouds
362,Tommot,RU,58.9564,126.2925,65.75,91,60,1.23,broken clouds
363,Repelon,CO,10.4919,-75.1292,85.87,59,66,3.91,broken clouds
364,Long,TH,18.0761,99.8326,77.38,95,76,1.57,broken clouds
365,Peniche,PT,39.3558,-9.3811,75.29,80,2,8.52,clear sky
366,Laguna,US,38.421,-121.4238,100.09,40,0,5.75,clear sky
367,Bestobe,KZ,52.4994,73.0975,65.61,53,93,6.93,overcast clouds
368,Oga,IT,46.4631,10.347,72.14,65,8,2.73,clear sky
369,Byron Bay,AU,-28.65,153.6167,60.94,72,36,11.74,scattered clouds
370,Sri Aman,MY,1.2376,111.4621,74.82,84,98,1.95,overcast clouds
371,Turayf,SA,31.6725,38.6637,91.22,17,0,13.15,clear sky
372,Popondetta,PG,-8.7537,148.2534,72.73,86,40,2.68,scattered clouds
373,Colesberg,ZA,-30.72,25.0972,54.55,37,5,8.21,clear sky
374,Yala,TH,6.3333,101.25,75.38,96,79,2.57,broken clouds
375,Bay Roberts,CA,47.5999,-53.2648,79.52,46,76,10.51,broken clouds
376,Tessalit,ML,20.1986,1.0114,92.37,31,65,16.6,light rain
377,Juneau,US,58.3019,-134.4197,55.4,96,100,17.27,light rain
378,Forio,IT,40.7342,13.8646,86.81,76,0,10.0,clear sky
379,Kenai,US,60.5544,-151.2583,55.15,98,100,11.5,moderate rain
380,Vagamo,NO,61.8751,9.0967,62.06,52,86,5.86,overcast clouds
381,Lodja,CD,-3.4833,23.4333,80.98,40,63,2.24,broken clouds
382,Along,IN,28.1667,94.7667,76.21,98,66,0.63,broken clouds
383,Ancud,CL,-41.8697,-73.8203,43.23,85,71,17.09,moderate rain
384,Dudinka,RU,69.4058,86.1778,56.62,67,84,3.85,broken clouds
385,Ipanema,BR,-30.1391,-51.2244,57.65,71,75,11.5,broken clouds
386,Svetlaya,RU,46.5389,138.3297,57.65,89,100,5.7,moderate rain
387,Honningsvag,NO,70.9821,25.9704,53.35,76,100,3.44,overcast clouds
388,Kumbhraj,IN,24.3667,77.05,81.07,85,91,5.1,overcast clouds
389,Teya,RU,60.3778,92.6267,50.13,92,83,3.29,broken clouds
390,Boyolangu,ID,-8.1181,111.8935,72.48,92,82,3.11,broken clouds
391,Chifeng,CN,42.2683,118.9636,64.69,76,0,4.72,clear sky
392,Skibbereen,IE,51.55,-9.2667,69.12,74,100,4.23,overcast clouds
393,Sawtell,AU,-30.3833,153.1,50.02,87,8,6.91,clear sky
394,Nettuno,IT,41.4826,12.679,91.33,60,0,7.43,clear sky
395,Hithadhoo,MV,-0.6,73.0833,76.91,90,100,28.27,overcast clouds
396,Pocone,BR,-16.2567,-56.6228,88.11,35,19,3.38,few clouds
397,Kirkland Lake,CA,48.1446,-80.0377,82.45,35,18,5.14,few clouds
398,Alba,PL,52.0324,23.1165,59.83,72,71,4.9,broken clouds
399,Ozinki,RU,51.1786,49.6769,71.98,58,35,6.11,scattered clouds
400,Kiama,AU,-34.6833,150.8667,54.0,70,52,5.99,broken clouds
401,Mindelo,CV,16.8901,-24.9804,75.38,76,3,19.69,clear sky
402,Angoche,MZ,-16.2325,39.9086,70.57,84,33,4.94,light rain
403,Burns Lake,CA,54.2331,-125.7533,64.22,45,15,4.36,few clouds
404,Abbeville,FR,50.1,1.8333,84.49,17,77,8.61,broken clouds
405,Svobodnyy,RU,51.4,128.1333,63.18,95,47,5.61,scattered clouds
406,Deputatskiy,RU,69.3,139.9,43.05,73,96,1.66,overcast clouds
407,Mirnyy,RU,62.5353,113.9611,50.23,100,53,1.99,broken clouds
408,Nishihara,JP,26.1842,127.7558,82.45,92,75,17.27,moderate rain
409,Shimoda,JP,34.6667,138.95,73.11,92,59,11.59,broken clouds
410,Kapit,MY,2.0167,112.9333,74.44,93,100,1.5,overcast clouds
411,Marshall,US,34.3834,-86.3333,94.06,50,40,8.05,scattered clouds
412,Gazanjyk,TM,39.2446,55.5154,95.5,11,0,10.07,clear sky
413,Dubbo,AU,-32.25,148.6167,41.13,81,40,4.61,scattered clouds
414,Alghero,IT,40.5589,8.3181,86.09,58,0,8.05,clear sky
415,Emerald,AU,-23.5333,148.1667,57.34,80,54,5.99,broken clouds
416,Mvuma,ZW,-19.2792,30.5283,51.39,73,57,7.56,broken clouds
417,Parfino,RU,57.9731,31.6481,57.43,89,88,4.34,overcast clouds
418,Salou,ES,41.0766,1.1416,90.25,55,0,5.99,clear sky
419,Ous,RU,60.9058,61.5186,61.43,88,100,2.73,overcast clouds
420,Gwadar,PK,25.1216,62.3254,88.02,72,100,6.64,overcast clouds
421,Minden,DE,52.2833,8.9167,75.47,31,76,4.61,broken clouds
422,Bundaberg,AU,-24.85,152.35,53.22,99,75,3.44,broken clouds
423,Talnakh,RU,69.4865,88.3972,56.21,71,95,3.85,overcast clouds
424,Los Llanos De Aridane,ES,28.6585,-17.9182,73.13,80,0,16.11,clear sky
425,Kyshtovka,RU,56.555,76.6271,53.83,85,8,7.47,clear sky
426,Coos Bay,US,43.3665,-124.2179,73.31,76,0,19.57,clear sky
427,Dubrajpur,IN,23.8,87.3833,83.7,76,52,10.69,broken clouds
428,Krasnopillya,UA,50.7746,35.2597,57.56,90,72,3.83,light rain
429,Ternate,ID,0.8,127.4,79.12,82,100,5.77,moderate rain
430,Belmonte,BR,-15.8631,-38.8828,77.49,68,25,7.87,scattered clouds
431,Poronaysk,RU,49.2167,143.1167,54.32,97,100,14.72,moderate rain
432,Keti Bandar,PK,24.1447,67.4497,82.85,88,55,13.31,broken clouds
433,Tilichiki,RU,60.4667,166.1,53.24,89,80,5.93,broken clouds
434,Iqaluit,CA,63.7506,-68.5145,45.7,87,100,8.99,overcast clouds
435,Bathsheba,BB,13.2167,-59.5167,86.61,79,20,21.85,few clouds
436,Bukachacha,RU,52.9833,116.9167,59.63,98,99,1.97,overcast clouds
437,Wenling,CN,28.3669,121.36,79.59,95,100,11.36,overcast clouds
438,Agadez,NE,19.75,10.25,96.53,18,10,10.0,clear sky
439,Severomuysk,RU,56.1481,113.4267,45.9,97,100,2.26,overcast clouds
440,Port Macquarie,AU,-31.4333,152.9167,50.9,79,36,6.8,scattered clouds
441,Balikpapan,ID,-1.2675,116.8289,77.99,83,40,2.3,light rain
442,Kawalu,ID,-7.3817,108.2082,72.39,97,100,2.1,overcast clouds
443,Yarada,IN,17.65,83.2667,79.74,90,100,10.4,overcast clouds
444,Grand Gaube,MU,-20.0064,57.6608,70.38,66,41,10.0,scattered clouds
445,Gisborne,NZ,-38.6533,178.0042,45.21,85,94,10.56,overcast clouds
446,Quime,BO,-16.9833,-67.2167,57.24,64,93,8.16,overcast clouds
447,Dakar,SN,14.6937,-17.4441,85.08,75,82,15.5,broken clouds
448,Udgir,IN,18.3833,77.1167,72.48,92,100,13.35,light rain
449,Basco,PH,20.4487,121.9702,84.56,80,82,13.06,broken clouds
450,Ulaangom,MN,49.9811,92.0667,65.84,45,72,3.29,broken clouds
451,Sao Borja,BR,-28.6606,-56.0044,55.94,63,0,2.1,clear sky
452,Dongying,CN,37.4564,118.4856,75.18,84,35,4.83,scattered clouds
453,Inuvik,CA,68.3499,-133.7218,65.8,58,17,9.84,few clouds
454,Dehloran,IR,32.6941,47.2679,102.9,11,0,9.6,clear sky
455,Mount Gambier,AU,-37.8333,140.7667,46.36,78,93,9.89,light rain
456,Udachnyy,RU,66.4167,112.4,50.45,100,100,3.98,overcast clouds
457,Saint-Leu,RE,-21.15,55.2833,69.31,73,47,11.34,scattered clouds
458,Tete,MZ,-16.1564,33.5867,71.22,51,86,3.83,overcast clouds
459,Yairipok,IN,24.6667,94.0667,72.57,96,81,1.32,broken clouds
460,Knysna,ZA,-34.0363,23.0471,72.36,38,0,4.79,clear sky
461,Kaparellion,GR,38.2333,23.2167,84.45,38,0,5.61,clear sky
462,Portland,US,45.5234,-122.6762,72.64,53,75,7.0,broken clouds
463,Shingu,JP,33.7333,135.9833,74.25,87,100,5.3,light rain
464,Tromso,NO,69.6496,18.957,50.02,87,75,5.75,light intensity shower rain
465,Babati,TZ,-4.2167,35.75,58.6,71,69,3.78,broken clouds
466,Banyo,CM,6.75,11.8167,65.46,95,100,3.65,light rain
467,Filimonovo,RU,56.2011,95.4611,59.38,77,100,7.43,light rain
468,Dhidhdhoo,MV,6.8833,73.1,81.61,77,71,17.6,broken clouds
469,Alta Floresta,BR,-9.8756,-56.0861,97.74,17,1,7.34,clear sky
470,Xining,CN,36.6167,101.7667,52.86,90,100,1.45,overcast clouds
471,Burnie,AU,-41.0667,145.9167,39.94,69,47,14.25,scattered clouds
472,Kangaatsiaq,GL,68.3065,-53.4641,41.56,86,12,13.47,few clouds
473,Saint-Joseph,RE,-21.3667,55.6167,66.58,76,64,17.13,light rain
474,Impfondo,CG,1.6381,18.0667,72.59,97,94,3.4,moderate rain
475,Omboue,GA,-1.5746,9.2618,73.45,79,38,9.08,scattered clouds
476,Mecca,SA,21.4267,39.8261,89.51,30,83,6.91,broken clouds
477,Deer Lake,CA,49.1667,-57.4316,71.67,61,68,6.55,broken clouds
478,Smithers,CA,54.7804,-127.1743,66.52,52,54,2.15,broken clouds
479,Chernyshevskiy,RU,63.0128,112.4714,48.83,94,85,1.48,overcast clouds
480,Kropotkin,RU,45.4375,40.5756,75.27,61,32,3.53,light rain
481,Katsuura,JP,35.1333,140.3,76.6,92,37,14.25,scattered clouds
482,Mocuba,MZ,-16.8392,36.9856,63.97,93,52,4.07,broken clouds
483,Siyabuswa,ZA,-25.1132,29.0445,59.63,46,0,4.03,clear sky
484,Aklavik,CA,68.2191,-135.0107,67.1,48,22,6.06,few clouds
485,Beloha,MG,-25.1667,45.05,65.75,74,16,13.76,few clouds
486,Betare Oya,CM,5.6,14.0833,69.04,94,98,2.59,light rain
487,Marrakesh,MA,31.6315,-8.0083,102.27,29,40,9.22,scattered clouds
488,Icatu,BR,-2.7758,-44.0658,86.43,50,80,2.37,broken clouds
489,Kishi,NG,9.0833,3.85,74.52,88,90,4.9,light rain
490,Port-Cartier,CA,50.0334,-66.8654,67.75,58,68,6.15,broken clouds
491,Heihe,CN,50.2441,127.4902,63.18,96,59,2.84,broken clouds
492,Illela,NG,13.7292,5.2975,86.04,53,92,11.43,overcast clouds
493,Ambo,PE,-10.1308,-76.2047,70.97,55,99,7.87,overcast clouds
494,Merauke,ID,-8.4667,140.3333,75.49,88,100,10.33,overcast clouds
495,Kon Tum,VN,14.35,108.0,71.56,99,94,1.59,overcast clouds
496,Les Cayes,HT,18.2,-73.75,88.02,61,5,14.34,clear sky
497,Auray,FR,47.6703,-2.9918,97.56,29,27,6.91,scattered clouds
498,Nazare,BR,-13.035,-39.0144,79.97,57,4,7.2,clear sky
499,Haimen,CN,23.1935,116.6142,81.93,90,100,13.29,overcast clouds
500,Yangjiang,CN,21.85,111.9667,81.32,90,100,7.07,overcast clouds
501,Calhoun,US,42.2506,-85.0005,78.85,62,100,6.91,light rain
502,Hervey Bay,AU,-25.2986,152.8535,61.99,76,100,5.75,overcast clouds
503,Beirut,LB,33.8889,35.4944,83.37,83,20,4.61,few clouds
504,Joshimath,IN,30.5667,79.5667,71.69,89,54,0.94,broken clouds
505,Sosnovo-Ozerskoye,RU,52.5249,111.5418,51.01,55,0,2.51,clear sky
506,Jasper,US,37.2001,-94.3502,97.45,40,20,13.8,few clouds
507,Shelbyville,US,35.4834,-86.4603,92.01,56,0,6.91,clear sky
508,Armidale,AU,-30.5167,151.65,44.58,89,34,10.74,scattered clouds
509,Plettenberg Bay,ZA,-34.0527,23.3716,73.9,34,0,12.95,clear sky
510,Tefe,BR,-3.3542,-64.7114,93.31,62,40,10.36,scattered clouds
511,Pec,XK,42.6591,20.2883,72.61,61,51,3.27,broken clouds
512,Egvekinot,RU,66.3167,-179.1667,34.72,46,74,22.44,broken clouds
513,Dalby,AU,-27.1833,151.2667,55.98,83,85,1.99,overcast clouds
514,Kletnya,RU,53.3897,33.2171,56.05,93,98,3.44,light rain
515,Tokonou,GN,9.65,-9.7833,75.18,92,82,5.06,moderate rain
516,Yakeshi,CN,49.2833,120.7333,61.0,91,100,3.29,overcast clouds
517,The Valley,AI,18.217,-63.0578,87.1,66,40,18.41,scattered clouds
518,Nome,US,64.5011,-165.4064,55.17,66,0,8.05,clear sky
519,Opatija,HR,45.3392,14.3083,84.88,59,2,6.11,clear sky
520,Niono,ML,14.2526,-5.993,90.37,43,85,6.73,overcast clouds
521,Malibu,US,34.005,-118.8101,95.7,62,6,6.89,clear sky
522,Lahaina,US,20.8783,-156.6825,82.4,74,62,9.69,broken clouds
523,Yar-Sale,RU,66.8333,70.8333,58.46,68,78,3.0,broken clouds
524,Altamont,US,42.2068,-121.7372,83.77,40,0,5.75,clear sky
525,Kushiro,JP,42.975,144.3747,64.02,99,100,6.51,overcast clouds
526,Patiya,BD,22.2931,91.9762,79.84,89,83,8.01,broken clouds
527,Key Largo,US,25.0865,-80.4473,93.0,72,76,11.52,light rain
528,Ardmore,US,34.1743,-97.1436,102.85,31,0,8.05,clear sky
529,Pandamatenga,BW,-18.5278,25.627,57.15,45,0,4.12,clear sky
530,Hasaki,JP,35.7333,140.8333,75.6,90,54,9.64,broken clouds
531,Mutoko,ZW,-17.397,32.2268,58.95,52,95,4.94,overcast clouds
532,Kloulklubed,PW,7.0419,134.2556,75.7,76,100,10.38,overcast clouds
533,Ciudad Guayana,VE,8.3533,-62.6528,90.52,68,33,4.23,scattered clouds
534,El Vigia,VE,8.6219,-71.6506,90.34,56,84,5.19,broken clouds
535,Namatanai,PG,-3.6667,152.4333,78.8,80,36,9.06,scattered clouds
536,Kaohsiung,TW,22.6163,120.3133,83.03,87,100,3.94,overcast clouds
537,Bangkalan,ID,-7.0455,112.7351,78.75,84,100,9.22,overcast clouds
538,Ust-Ordynskiy,RU,52.805,104.7508,52.79,90,65,4.03,broken clouds
539,Limbang,MY,4.75,115.0,78.91,86,100,1.16,overcast clouds
540,Maciel,AR,-32.4557,-60.8874,59.47,31,1,13.29,clear sky
541,Kontagora,NG,10.3999,5.4695,75.87,84,99,3.67,overcast clouds
542,Saurimo,AO,-9.6608,20.3916,69.73,32,4,5.64,clear sky
543,Linjiang,CN,41.8069,126.9078,63.16,99,72,1.66,broken clouds
544,Zhuanghe,CN,39.7008,122.9911,69.17,94,1,5.57,clear sky
545,Chute-Aux-Outardes,CA,49.1168,-68.399,69.46,57,58,14.65,broken clouds
546,De-Kastri,RU,51.4667,140.7833,56.19,90,100,3.11,light rain
547,Chumikan,RU,54.7183,135.315,51.69,99,100,6.35,overcast clouds
548,Coxim,BR,-18.5067,-54.76,90.3,33,26,3.67,scattered clouds
549,Stokmarknes,NO,68.5646,14.9108,51.76,87,75,3.44,broken clouds
550,Verkhoshizhemye,RU,58.011,49.1038,61.7,90,25,4.32,scattered clouds
551,Soderhamn,SE,61.3037,17.0592,61.95,54,83,2.33,broken clouds
552,Shitanjing,CN,39.2342,106.3439,75.25,27,98,6.53,overcast clouds
553,Mwinilunga,ZM,-11.7358,24.4293,59.67,42,8,5.17,clear sky
554,San Jose De Rio Tinto,HN,14.9333,-85.7,87.28,50,48,5.66,scattered clouds
555,Te Anau,NZ,-45.4167,167.7167,51.51,84,99,12.66,light rain
556,Namibe,AO,-15.1961,12.1522,65.62,82,5,5.35,clear sky
557,Malakal,SS,9.5334,31.6605,80.22,66,98,1.59,overcast clouds
558,Ngatea,NZ,-37.2833,175.5,44.04,94,88,2.28,overcast clouds
559,Leh,IN,34.1667,77.5833,64.87,48,93,3.76,overcast clouds
560,Rybachiy,RU,48.7073,44.7449,78.66,36,25,4.52,scattered clouds
561,Sao Filipe,CV,14.8961,-24.4956,76.1,79,31,15.32,scattered clouds
562,Quesnel,CA,52.9999,-122.5029,70.29,41,8,4.92,clear sky
563,Vysha,RU,53.8477,42.3777,62.26,93,46,1.39,light rain
564,Tecoanapa,MX,16.5167,-98.75,85.33,62,100,6.53,overcast clouds
565,Santa Cruz,BO,-17.8,-63.1667,59.05,67,100,11.5,overcast clouds
566,Beipiao,CN,41.7919,120.7792,66.43,86,17,5.41,few clouds
567,Waitati,NZ,-45.75,170.5667,52.95,69,100,9.1,overcast clouds
568,Trairi,BR,-3.2778,-39.2689,85.14,61,63,14.43,broken clouds
569,Orlik,RU,52.5178,99.825,51.28,72,56,3.31,broken clouds
570,Lovozero,RU,68.005,35.0117,62.19,65,62,8.12,broken clouds
571,Nianzishan,CN,47.5167,122.8833,64.65,97,98,5.46,overcast clouds
572,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,82,22,12.55,few clouds
573,Mombetsu,JP,44.3525,143.3525,63.61,96,89,3.18,overcast clouds
574,Ascension,US,30.2169,-90.9001,93.2,62,0,0.0,clear sky
575,Rundu,NA,-17.9333,19.7667,58.82,32,0,7.0,clear sky
576,Zhukovka,RU,53.534,33.728,57.47,91,99,2.24,light rain
577,Ostersund,SE,63.1792,14.6357,54.05,87,75,8.05,broken clouds
578,Surt,LY,31.2089,16.5887,80.26,63,0,12.97,clear sky
579,Hambantota,LK,6.1241,81.1185,80.65,78,100,16.49,overcast clouds
580,Evensk,RU,61.95,159.2333,52.83,97,100,2.8,light rain
581,Los Alamos,US,35.8881,-106.307,86.56,29,9,1.99,clear sky
582,Zhigansk,RU,66.7697,123.3711,54.5,68,100,12.01,overcast clouds
583,Zlobin,HR,45.2924,14.6541,76.3,34,0,11.5,clear sky
584,Catalina,US,32.5056,-110.9211,97.12,37,0,5.01,clear sky
585,Honghu,CN,29.8206,113.4621,77.72,80,75,3.78,broken clouds
586,Aykhal,RU,66.0,111.5,49.08,97,100,2.35,overcast clouds
587,Touros,BR,-5.1989,-35.4608,80.44,75,67,17.25,broken clouds
588,Novoilinsk,RU,51.6829,108.7143,56.97,71,66,0.67,broken clouds
589,Nantong,CN,32.0303,120.8747,78.98,92,98,8.3,overcast clouds
590,Eureka,US,40.8021,-124.1637,73.67,82,5,8.77,clear sky
591,Uni,RU,57.7535,51.4923,63.34,85,26,3.62,scattered clouds
592,Plerin,FR,48.5425,-2.7798,91.72,42,0,6.91,clear sky
593,Nizwa,OM,22.9333,57.5333,87.48,57,100,2.57,overcast clouds
594,Anadyr,RU,64.75,177.4833,41.49,44,38,35.12,scattered clouds
595,Lekoni,GA,-1.5843,14.2591,86.25,38,69,3.8,broken clouds
596,Canavieiras,BR,-15.675,-38.9472,78.03,65,32,7.18,scattered clouds
597,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,81,75,20.71,broken clouds
598,Ostrovnoy,RU,68.0531,39.5131,61.07,67,38,11.32,scattered clouds
599,Ladario,BR,-19.0047,-57.6017,64.69,55,0,10.36,clear sky
600,Tomatlan,MX,19.9333,-105.25,88.21,57,98,4.25,overcast clouds
601,Karasuk,RU,53.7377,78.0403,58.24,74,52,6.11,broken clouds
602,Scottsbluff,US,41.8666,-103.6672,96.78,35,0,6.91,clear sky
603,Petauke,ZM,-14.2426,31.3253,59.52,56,64,9.82,broken clouds
604,Yaan,NG,7.3833,8.5667,76.51,76,100,4.09,overcast clouds
605,Adeje,ES,28.1227,-16.726,81.21,65,0,23.02,clear sky
606,Lamar,US,33.6668,-95.5836,104.99,39,0,10.36,clear sky
607,Yambio,SS,4.5721,28.3955,69.98,95,84,2.91,light rain
608,Bacungan,PH,9.9106,118.7022,79.27,84,100,4.7,overcast clouds
609,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,46,0,25.32,clear sky
610,Suntar,RU,62.1444,117.6319,53.1,98,96,2.75,overcast clouds
611,Griffith,US,41.5284,-87.4237,79.25,78,100,0.0,overcast clouds
612,Vilcun,CL,-38.65,-72.2333,47.14,97,100,9.28,overcast clouds
613,Huilong,CN,31.8111,121.655,81.93,94,100,9.64,overcast clouds
614,Lithakia,GR,37.7167,20.8333,90.68,35,20,6.91,few clouds
615,Lalmohan,BD,22.3384,90.7419,83.46,82,54,16.02,broken clouds
616,Nizhniy Baskunchak,RU,48.2198,46.8311,82.94,34,32,16.22,scattered clouds
617,Shache,CN,38.4167,77.2406,82.71,17,0,4.97,clear sky
618,Tambilil,PH,5.9622,124.6697,78.46,82,86,5.57,heavy intensity rain
619,Komsomolskiy,UZ,40.4272,71.7189,84.92,32,0,4.61,clear sky
620,Bheramara,BD,24.0232,88.9925,82.65,79,83,8.81,broken clouds
621,Chunoyar,RU,57.4467,97.3217,57.69,72,70,5.88,broken clouds
622,Jiangkou,CN,25.4872,119.1986,80.71,94,100,7.85,overcast clouds
623,Darnah,LY,32.767,22.6367,79.48,74,0,15.43,clear sky
624,Kozhva,RU,65.1073,57.0459,63.0,91,100,3.13,overcast clouds
625,Claresholm,CA,50.0333,-113.5852,72.21,60,11,12.95,few clouds
626,Mapiri,BO,-15.25,-68.1667,70.59,96,94,3.42,overcast clouds
627,Tongzi,CN,28.7829,105.0877,76.98,90,100,3.47,overcast clouds
628,Campbellsville,US,37.3434,-85.3419,85.14,59,100,3.0,overcast clouds
629,Belyy Yar,RU,53.6039,91.3903,66.09,77,40,13.42,light rain
630,Vatne,NO,62.5667,6.65,56.59,77,93,11.95,overcast clouds
631,Golpayegan,IR,33.4537,50.2884,79.68,10,0,7.18,clear sky
632,Menongue,AO,-14.6585,17.691,58.82,34,2,5.93,clear sky
633,Chara,RU,56.9064,118.2631,59.99,93,98,2.62,light rain
634,Ta Khmau,KH,11.4833,104.95,82.45,83,75,5.75,moderate rain
635,Maceio,BR,-9.6658,-35.7353,81.84,65,75,12.66,broken clouds
636,Shubarkuduk,KZ,49.1447,56.4872,82.0,35,8,7.34,clear sky
637,Oussouye,SN,12.485,-16.5469,83.61,67,72,11.18,broken clouds
638,Strelka,RU,58.0728,93.0344,55.89,92,98,2.57,light rain
639,Kaeo,NZ,-35.1,173.7833,48.33,95,86,4.23,overcast clouds
640,Lancaster,US,40.2504,-76.2499,82.76,76,75,6.91,broken clouds
641,Buin,CL,-33.7333,-70.75,56.88,49,100,1.54,light rain
642,Galeras,CO,9.161,-75.0481,86.59,69,78,5.41,broken clouds
643,Goderich,CA,43.7501,-81.7165,73.9,67,100,5.88,overcast clouds
644,Aqtobe,KZ,50.2797,57.2072,78.89,44,0,8.95,clear sky
645,Kholodnyy,RU,62.7167,147.95,60.06,89,97,4.59,overcast clouds
646,Broken Hill,AU,-31.95,141.4333,42.31,91,7,7.25,clear sky
647,Nara,JP,34.6851,135.8049,79.5,57,75,4.09,moderate rain
648,Yining,CN,29.0361,114.5636,77.07,89,93,1.01,overcast clouds
649,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,10.36,overcast clouds
650,Ndele,CF,8.4109,20.6473,69.66,98,100,3.62,overcast clouds
651,Sinnamary,GF,5.3833,-52.95,82.35,71,78,6.55,broken clouds
652,Margate,GB,51.3813,1.3862,81.1,58,82,12.59,broken clouds
653,Biu,NG,10.6129,12.1946,66.65,95,100,4.14,overcast clouds
654,Kolokani,ML,13.5728,-8.0339,76.46,79,54,3.8,heavy intensity rain
655,Sarangani,PH,5.4033,125.4636,82.65,76,80,14.72,broken clouds
656,Sal,JO,32.5694,35.9119,75.06,62,0,7.74,clear sky
657,Pemba,MZ,-12.974,40.5178,74.16,76,21,12.64,light rain
658,Konnur,IN,16.2,74.75,72.88,89,100,13.24,overcast clouds
659,Port Hawkesbury,CA,45.6169,-61.3485,83.89,46,97,11.99,overcast clouds
660,Buraydah,SA,26.326,43.975,94.37,9,67,8.57,broken clouds
661,Atar,MR,20.5169,-13.0499,113.68,6,8,18.19,clear sky
662,Ca Mau,VN,9.1769,105.15,78.17,90,74,4.03,broken clouds
663,Artyom,AZ,40.4723,50.333,78.94,79,0,16.17,clear sky
664,Avera,US,33.194,-82.5271,90.55,42,0,6.17,clear sky
665,Atambua,ID,-9.1061,124.8925,66.69,83,45,5.53,scattered clouds
666,Kidal,ML,18.4411,1.4078,95.99,29,80,10.36,broken clouds
667,Huangmei,CN,30.1924,116.025,76.59,92,82,4.59,broken clouds
668,Tvoroyri,FO,61.5556,-6.8111,51.64,84,95,24.7,overcast clouds
